customer_id,first_name,last_name,email_address,gender,registration_date,state,phone,zip_code,is_active
CLI-016945,Elsa,Montoya Guajardo,ccontreras@example.org,F,08/05/2023,Jalisco,998-4528-4278,64611,true
CLI-004442,Amalia,Galván Escalante,archuletasantiago@example.com,F,29/09/2023,Nuevo León,81-7224-5007 ext. 4157,14572,true
CLI-047892,Benito,Alemán Candelaria,irenecasarez@example.org,F,14/11/2019,Jalisco,998-8892-6563,None,true
CLI-034952,Noelia,Ocampo Merino,henriquezandres@example.org,F,23/02/2020,Nuevo León,442-3436-3327,97588,True
CLI-024644,Clara,Almaraz Holguín,saucedodolores@example.org,M,14/07/2021,Jalisco,55-9775-6665,42719,TRUE
CLI-005813,Micaela,Burgos Feliciano,andrea92@example.net,M,22/10/2019,Jalisco,442-1258-7746 ext. 932,61443,TRUE
CLI-034655,Dalia,Sánchez Piña,ruben14@example.com,F,27/07/2021,Nuevo León,55-2860-2973,25487,TRUE
CLI-004294,Cristobal,Alfaro Alejandro,mariselagriego@example.org,F,23/02/2023,Nuevo León,442-3692-7323,96907,True
CLI-019980,Bianca,Centeno Cavazos,,M,13/02/2024,Nuevo León,81-7013-0726,28506,True
CLI-036130,Micaela,Barrientos Borrego,daniel14@example.org,F,21/08/2023,Nuevo León,442-7234-0398,71632,True
CLI-028567,Carlota,Alonso Martínez,escobedolaura@example.net,F,07/01/2021,Nuevo León,33-8812-8193 ext. 4513,88917,True
CLI-041938,Ana Luisa,Meléndez Villanueva,tania91@example.org,M,09/07/2019,Nuevo León,442-7658-0350,32939,TRUE
CLI-037020,Gilberto,Ávalos Berríos,esparta66@example.com,M,11/02/2019,Jalisco,81-2729-4265,23260,TRUE
CLI-016020,Emilio,Jaime Alonso,yoquendo@example.com,F,10/02/2023,Jalisco,81-4412-7095,47836,True
CLI-014187,Nancy,Delgadillo Chávez,gironwilfrido@example.net,No especificado,30/10/2022,Jalisco,222-6829-0371,71743,true
CLI-011795,Mario,Perea Longoria,cintronjorge-luis@example.com,M,10/09/2019,Nuevo León,998-1314-6927 ext. 533,34144,False
CLI-018749,Pedro,Hurtado Montaño,wloya@example.com,M,10/12/2024,Jalisco,442-2790-6917,31240,True
CLI-004316,Clara,Mesa Cortés,zcalderon@example.net,M,07/06/2022,Jalisco,998-6786-1228,81965,true
CLI-045746,Francisco Javier,Monroy Dávila,corralesandres@example.com,F,21/07/2020,Jalisco,81-0762-5742,87520,true
CLI-038115,Débora,Ávalos Henríquez,lgil@example.org,M,26/08/2024,Jalisco,442-3860-7433,10357,TRUE
CLI-034628,José Luis,Peralta Quiñones,saavedraagustin@example.com,M,01/04/2022,Nuevo León,442-2389-1678 ext. 8900,40936,true
CLI-038204,Eduardo,Vela Valle,,F,21/06/2022,Jalisco,998-2354-1650,23229,true
CLI-036550,Mateo,Arroyo Lebrón,veronica89@example.org,F,20/10/2019,Nuevo León,222-3493-8486,49397,True
CLI-012559,Conchita,Castañeda de la Rosa,jacinto98@example.net,M,28/06/2021,Nuevo León,222-1208-9766,89189,TRUE
CLI-050665,Ilse,Reynoso Niño,jnazario@example.org,M,30/01/2023,Nuevo León,222-9258-6808,24351,True
CLI-010073,Darío,Oquendo Lemus,eloisaoquendo@example.org,M,27/06/2020,Nuevo León,222-5883-3921 ext. 5940,91013,true
CLI-018971,Armando,Bonilla Altamirano,prietoricardo@example.org,None,11/03/2024,Jalisco,33-9407-1240,12203,true
CLI-044340,Marcos,Fierro Mendoza,adalbertoayala@example.org,M,16/04/2023,Jalisco,222-1114-4783,29641,True
CLI-001795,Ana,Burgos Roldán,noemi11@example.org,F,25/03/2024,Nuevo León,33-7101-4984 ext. 4763,65884,TRUE
CLI-043866,María Elena,Vergara Guajardo,leonardoholguin@example.net,F,08/08/2019,Nuevo León,55-3362-7870,64938,TRUE
CLI-048594,Felix,Paz Ceja,fabiola97@example.com,No especificado,20/06/2023,Jalisco,998-7778-1358,12089,TRUE
CLI-045482,Jacinto,Solano Tello,wendolin32@example.net,F,21/06/2021,Jalisco,222-1192-0228 ext. 7563,52533,TRUE
CLI-015408,Sandra,Tejada Yáñez,carlaayala@example.com,M,08/05/2023,Nuevo León,222-1959-5225,54634,True
CLI-046604,Carla,Figueroa Viera,emilia90@example.com,M,22/11/2021,Jalisco,55-0182-9756,19555,true
CLI-047910,Rubén,Salas Canales,pgodoy@example.net,F,28/07/2019,Jalisco,222-3871-7406,97850,true
CLI-013355,Guillermina,Tamez Estrada,santanaeduardo@example.net,M,17/01/2023,Nuevo León,998-6237-3752,21879,True
CLI-023965,Yeni,Aponte Corral,clementegarica@example.org,F,12/02/2024,Jalisco,55-6442-0968,63471,true
CLI-048586,Hermelinda,Tapia de León,vmaestas@example.net,F,15/01/2020,Jalisco,81-8063-6864,31512,TRUE
CLI-023088,Inés,Alvarado Salinas,veronica79@example.com,M,22/02/2023,Nuevo León,55-3668-7543 ext. 8409,34072,FALSE
CLI-047423,Luis Miguel,Ríos Bernal,natividad23@example.com,M,06/01/2022,Jalisco,81-3270-4550,57479,true
CLI-012860,Barbara,Carreón Naranjo,anabelzaragoza@example.com,F,05/12/2024,Jalisco,81-8122-3342 ext. 9875,48797,False
CLI-041799,José María,Mota Posada,irenemares@example.net,M,29/10/2020,Nuevo León,55-0663-7355,90004,true
CLI-045591,Bernardo,Carranza Lozada,pablorodriguez@example.com,No especificado,10/09/2020,Nuevo León,55-7699-6997,39042,true
CLI-017904,Silvia,Urrutia Elizondo,jose-eduardo68@example.net,No especificado,14/11/2022,Jalisco,998-7268-8513,42720,TRUE
CLI-036027,Ignacio,Cabán Ruiz,galindoesmeralda@example.com,M,09/03/2019,Jalisco,998-5530-3005 ext. 6949,46753,TRUE
CLI-035175,Margarita,Zedillo de Jesús,rmayorga@example.com,F,21/07/2019,Jalisco,33-5100-5057,26058,true
CLI-003460,Alejandro,Monroy Curiel,luciacasares@example.net,M,02/06/2020,Jalisco,55-4500-1869 ext. 8772,39592,True
CLI-011529,Anel,Montalvo Uribe,roquemaria-eugenia@example.org,null,26/12/2021,Jalisco,55-1987-5393,73318,true
CLI-047127,Oswaldo,Ramírez Corona,lorenagodoy@example.org,F,16/08/2024,Nuevo León,81-3714-7289,82637,true
CLI-043660,Graciela,Véliz Alejandro,amadorpablo@example.com,M,29/07/2022,Jalisco,222-0470-0536,68832,TRUE
CLI-029611,Espartaco,Botello Rivera,corderomariana@example.org,F,10/06/2019,Nuevo León,33-4939-4370,85874,true
CLI-002292,Concepción,Maya Murillo,federicoojeda@example.net,F,10/02/2020,Nuevo León,442-3064-8484,56998,True
CLI-001790,Alfonso,Blanco Cano,sanabriaomar@example.net,M,18/07/2022,Nuevo León,81-6655-6992,62334,true
CLI-047396,Ricardo,Bernal Padrón,obenavides@example.org,F,12/12/2020,Nuevo León,998-1229-7377 ext. 4231,55501,True
CLI-001014,Alicia,Treviño Amaya,privera@example.com,M,12/07/2019,Nuevo León,442-3778-7471 ext. 3989,98852,FALSE
CLI-017287,Pascual,Sáenz León,pmercado@example.net,F,03/09/2021,Nuevo León,998-4503-7568, ,True
CLI-027907,Gerardo,Merino Pizarro,blozano@example.org,,20/05/2021,Jalisco,998-4381-4042,30219,true
CLI-030620,Emiliano,Quezada Brito,,F,09/08/2022,Nuevo León,55-7884-2766 ext. 7028,60285,TRUE
CLI-013574,María Elena,Monroy Serrato,racevedo@example.com,F,02/09/2022,Jalisco,998-1962-8811,80440,TRUE
CLI-015777,Esteban,Alfaro Linares,munozjesus@example.net,M,02/11/2024,Jalisco,998-9273-9598,55788,true
CLI-047233,Virginia,Arevalo Alonso,etafoya@example.com,M,17/10/2020,Jalisco,81-7336-1207,89762,TRUE
CLI-052664,Irma,Romero Ontiveros,lrico@example.com,M,22/01/2022,Jalisco,998-8559-9784,21692,True
CLI-031237,Angélica,Guajardo Ureña,rafaelcovarrubias@example.net,F,05/03/2023,Nuevo León,998-9650-2825,62189,True
CLI-020791,Rosalia,Peña Urbina,taniaolivera@example.org,F,09/11/2023,Jalisco,81-8351-9508,30415,true
CLI-018848,Salvador,Mojica Luevano,emiliogomez@example.org,F,18/03/2020,Nuevo León,81-1168-2607,65153,true
CLI-041725,Óscar,Ferrer Robledo,sotowilfrido@example.org,F,28/07/2020,Nuevo León,998-9875-6777,70902,FALSE
CLI-004584,Iván,Valenzuela Rangel,arroyojaqueline@example.com,F,30/08/2024,Nuevo León,222-5090-2195,67478,false
CLI-014454,María Elena,Chacón Partida,sevillaelias@example.net,M,04/03/2020,Nuevo León,33-0141-6193 ext. 2055,71964,true
CLI-042627,Inés,Porras Escamilla,sandraulibarri@example.org,M,14/10/2019,Nuevo León,998-6478-1166,21941,TRUE
CLI-002903,Fidel,Bétancourt Salcedo,juliaescobedo@example.org,F,22/09/2023,Jalisco,222-0943-9725,77587,true
CLI-005006,Esteban,Olivárez Ponce,oswaldo21@example.com,M,04/06/2024,Nuevo León,33-9240-5965,34613,True
CLI-001544,Ángel,Gamez Escobedo,franciscoordonez@example.net,M,04/01/2019,Jalisco,998-5803-1791,54646,true
CLI-034598,Rebeca,Aguilera Gallardo,wcornejo@example.net,F,27/01/2023,Jalisco,222-4911-5581,26339,True
CLI-052498,Eloy,Gallardo Gálvez,cristal78@example.com,F,06/09/2019,Nuevo León,998-1329-2837 ext. 8701,93107,TRUE
CLI-010285,Pascual,Niño Robledo,matosisabela@example.net,F,24/10/2023,Nuevo León,81-8246-6451,62803,TRUE
CLI-012158,Flavio,Gracia Figueroa,bfarias@example.net,M,27/03/2024,Jalisco,222-9865-6783,84269,true
CLI-019066,Raúl,Sánchez Caldera,ballesteroscarmen@example.com,M,04/01/2023,Nuevo León,55-8765-8555,26199,TRUE
CLI-052314,Soledad,Velasco Urrutia,zortiz@example.org,F,15/10/2024,Nuevo León,55-9493-9986,63434,True
CLI-048557,Gerardo,Romero Rodrígez,zelayagenaro@example.org,M,24/08/2020,Jalisco,55-2159-5055,51798,TRUE
CLI-036715,Indira,Pérez Nieto,tpadron@example.net,none,23/03/2022,Jalisco,55-0224-7535,43170,True
CLI-026541,Clemente,Pérez Figueroa,modesto41@example.com,M,29/10/2020,Jalisco,222-3869-2257,81295,TRUE
CLI-050941,Natividad,Maya Ochoa,bmorales@example.net,F,31/12/2021,Nuevo León,33-9514-7423,74404,true
CLI-022195,Maximiliano,Garza Arredondo,hmayorga@example.net,M,09/07/2019,Nuevo León,33-1102-4461,86564,True
CLI-028939,Abigail,Jiménez Ocampo,uflorez@example.com,F,28/10/2024,Jalisco,442-0984-4121,69876,TRUE
CLI-048238,Jaqueline,Armendáriz Yáñez,jeronimo39@example.net,No especificado,10/06/2023,Nuevo León,222-5598-0005,33785,true
CLI-014147,Verónica,Tamayo Mondragón,eirizarry@example.org,M,10/10/2022,Nuevo León,998-4093-3911,73961,TRUE
CLI-023957,Martha,Gollum Salazar,fsosa@example.com,M,27/10/2023,Jalisco,998-9315-2697,67738,TRUE
CLI-027082,Jaime,Mata Corona,salmadominguez@example.org,M,02/07/2020,Jalisco,998-6216-6356,70098,true
CLI-035067,Elsa,Rodríguez Lebrón,juradomiriam@example.com,F,19/03/2019,Nuevo León,81-3250-5818 ext. 6626,68362,TRUE
CLI-001433,Diego,Pérez Rodríguez,nadiasoria@example.com,F,15/11/2020,Jalisco,222-7038-8382 ext. 3554,88450,true
CLI-045480,Emilia,Cervántez Beltrán,casaresnorma@example.net,M,20/04/2024,Jalisco,442-3538-6821,19763,true
CLI-050558,Guillermo,Barreto Jáquez,mariaconcepcion@example.net,n/a,26/10/2024,Jalisco,81-5758-6557,21902,True
CLI-050758,Socorro,Sierra Carbajal,regaladoraquel@example.net,M,17/08/2022,Nuevo León,55-5850-4243,93497,true
CLI-040217,Aurora,Velázquez Reynoso,dpina@example.net,F,15/09/2019,Jalisco,81-7775-7511,none,false
CLI-035489,Gabriel,Hurtado Terrazas,pazvictoria@example.org,No especificado,24/08/2024,Jalisco,998-7893-8078,NA,True
CLI-015342,Marcela,Maldonado Pantoja,victorperalta@example.net,F,07/02/2024,Nuevo León,222-6675-5360 ext. 5318,43117,TRUE
CLI-020896,Karla,Valladares Cantú,xhurtado@example.net,F,27/11/2021,Jalisco,998-0541-4308 ext. 2541,40725,TRUE
CLI-033666,Nayeli,Olivares Escamilla,maria-luisatamayo@example.org,M,27/02/2023,Jalisco,442-6893-6436,97768,False
CLI-042874,Héctor,Echeverría Montez,gallegosnoemi@example.net,M,14/02/2022,Nuevo León,998-2580-6991,76408,true
CLI-052177,Martha,Nájera Castillo,eva05@example.org,M,13/03/2024,Jalisco,442-1227-2783,49198,TRUE
CLI-017985,Eugenia,Toro Camarillo,marianaorta@example.org,M,17/07/2024,Nuevo León,442-3441-1433,50727,TRUE
CLI-043265,Mariano,Escobar Portillo,pmiramontes@example.com,M,15/09/2021,Nuevo León,55-8319-3561,20468,TRUE
CLI-000240,Guadalupe,Salinas Jiménez,estela80@example.com,F,10/03/2019,Nuevo León,442-8416-4953 ext. 1213,42019,true
CLI-012189,Bernardo,Rivas Ontiveros,ines33@example.net,No especificado,12/04/2019,Jalisco,81-5221-8054 ext. 6518,33336,FALSE
CLI-009458,Lilia,Carranza Madera,leonor77@example.org,M,12/08/2021,Jalisco,998-0236-0916,82675,True
CLI-020697,Rosa,Arce Brito,tania79@example.net,M,07/06/2024,Jalisco,222-0349-3323,50155,TRUE
CLI-007441,Irma,Quintanilla Carmona,raelteodoro@example.net,M,31/03/2019,Jalisco,33-7162-7419,65067,true
CLI-052997,Hilda,Salcedo Haro,diana50@example.net,F,30/11/2019,Jalisco,222-2499-0654,29930,True
CLI-002862,Linda,Salgado Valencia,helena44@example.com,M,18/01/2019,Nuevo León,81-3769-5602,20092,TRUE
CLI-028987,Elisa,Manzanares Lara,guillermo70@example.org,F,22/08/2023,Nuevo León,998-1662-1054 ext. 7811,65814,True
CLI-047880,Violeta,Caraballo Borrego,oreyna@example.org,F,24/06/2024,Jalisco,33-2939-1835,N/A,TRUE
CLI-036944,Amador,Palacios Alarcón,ana-marialozano@example.net,M,23/07/2022,Nuevo León,55-3569-5366,54470,false
CLI-026376,Cecilia,Valladares Cervántez,aguirreguillermo@example.net,M,06/02/2021,Jalisco,442-9227-2417,52314,False
CLI-028762,Asunción,Guerrero Pineda,bacapatricia@example.net,M,22/07/2020,Nuevo León,33-0162-0791,81058,FALSE
CLI-004834,Vanesa,Alcaraz Núñez,irene79@example.org,F,10/08/2022,Nuevo León,222-4623-2956,55232,True
CLI-013969,Ana,Valdivia Fonseca,ilse30@example.com,M,18/10/2024,Jalisco,33-0847-0485,18102,TRUE
CLI-041997,Marisela,Solano del Río,,M,29/04/2022,Jalisco,998-7466-6148,64464,True
CLI-001929,Pilar,Luevano Menchaca,rivasines@example.com,M,23/04/2019,Jalisco,998-0205-0698,92713,true
CLI-011396,Jorge,Amaya Lemus,mitzynarvaez@example.net,F,12/10/2022,Jalisco,81-1189-9569 ext. 7009,65352,True
CLI-031419,Amanda,Barrera León,ochapa@example.org,M,17/12/2022,Jalisco,442-8981-3215 ext. 2892,82496,true
CLI-039664,Abelardo,Barraza Nieto,orocha@example.org,F,01/01/2023,Nuevo León,442-3530-5296,67768,True
CLI-006954,Luis Miguel,Carmona Saucedo,francojuan-carlos@example.net,M,02/06/2019,Jalisco,81-2382-1877 ext. 3038,21754,TRUE
CLI-002850,Irma,Sevilla Pizarro,claudia82@example.net,M,11/01/2021,Nuevo León,81-4130-9663 ext. 7962,23472,True
CLI-025382,Arturo,Solano Arteaga,samuel46@example.net,F,10/11/2023,Nuevo León,81-2577-8699,73709,true
CLI-011970,Alta  Gracia,Romo Zedillo,carreraolga@example.com,M,09/11/2023,Jalisco,55-3101-0431,37330,TRUE
CLI-043017,Débora,Vázquez Reynoso,dcarrion@example.net,No especificado,03/02/2024,Jalisco,33-7761-3754,80740,True
CLI-024373,Emilia,de Anda Melgar,henriquezpatricio@example.com,F,26/01/2019,Jalisco,33-5134-5991,25497,True
CLI-010622,Felix,Lomeli Velásquez,porfiriomelendez@example.com,F,03/10/2024,Jalisco,33-8505-3534,79958,True
CLI-008522,Laura,Altamirano Osorio,,F,03/09/2019,Nuevo León,55-3036-1518,39744,FALSE
CLI-044885,Vicente,Mascareñas Montaño,catalina20@example.net,M,14/12/2019,Nuevo León,998-8299-5069 ext. 8099,98678,True
CLI-026633,Javier,Arce Collazo,mtrevino@example.org,F,10/07/2022,Jalisco,81-8747-3307,77208,TRUE
CLI-001970,Jos,Aguilera Camacho,,M,20/06/2023,Jalisco,55-0387-2383,92349,True
CLI-013388,Benito,Botello Barajas,esperanzaanguiano@example.com,M,19/03/2019,Jalisco,55-9389-3598,48774,TRUE
CLI-011130,Cecilia,Peres Ornelas,avilajuan@example.com,M,25/07/2024,Jalisco,998-0409-2528,39891,true
CLI-042898,Micaela,Collazo Iglesias,ksaldivar@example.org,No especificado,23/05/2019,Jalisco,55-3438-5429 ext. 3629,40284,TRUE
CLI-006740,Antonio,Macías Ordóñez,,F,19/01/2021,Jalisco,33-8970-4249 ext. 5466,34438,true
CLI-022156,Zacarías,Aguilera Peña,iglesiasbianca@example.net,No especificado,17/07/2021,Jalisco,81-2264-9349,28688,True
CLI-034660,Lilia,Urías Molina,isabelfierro@example.net,M,19/07/2024,Nuevo León,222-6751-1492,49388,true
CLI-005507,Javier,Sandoval Carreón,bde-anda@example.com,M,02/12/2020,Jalisco,55-8192-8884,60178,FALSE
CLI-014942,Ana,Arce Bañuelos,sescalante@example.com,No especificado,17/12/2022,Nuevo León,222-1429-6834 ext. 5085,96581,TRUE
CLI-041949,Gerónimo,Godoy Alba,ricoofelia@example.org,M,01/02/2019,Nuevo León,222-4532-4729,24915,True
CLI-006741,Virginia,Guerra Borrego,zrangel@example.com,F,02/07/2021,Nuevo León,33-5543-9461,28868,TRUE
CLI-001635,Ariadna,Grijalva Jurado,normaduran@example.org,No especificado,29/09/2022,Jalisco,998-4111-1144,32284,true
CLI-031297,Abelardo,Montalvo Negrete,robledoraul@example.org,M,11/04/2021,Jalisco,222-4631-6983,15480,False
CLI-022212,Zacarías,Casárez Urrutia,npineda@example.org,F,01/12/2022,Nuevo León,222-3574-6038,61434,True
CLI-031348,Diana,Salgado Sotelo,salazartania@example.org,F,09/09/2020,Jalisco,55-3060-3165,88309,FALSE
CLI-046353,Mateo,Polanco Ulloa,dayala@example.org,No especificado,01/07/2021,Nuevo León,33-6653-9591 ext. 9807,18485,True
CLI-002568,Cristal,Padrón Alonso,,F,05/06/2024,Nuevo León,55-8877-1370,67708,True
CLI-014786,Anabel,Pineda Pedroza,vazquezomar@example.com,F,15/12/2019,Nuevo León,33-1748-8677,47330,True
CLI-032273,Marcela,Hernádez Delgado,margarita44@example.net,No especificado,14/09/2019,Jalisco,33-7379-1864 ext. 5861,30826,true
CLI-012025,Alta  Gracia,Quintana Barragán,octavioulloa@example.net,F,03/07/2023,Nuevo León,998-2311-3072,43165,False
CLI-016943,Barbara,Raya Gollum,reina07@example.com,F,19/03/2019,Nuevo León,81-8611-6023,84305,True
CLI-004054,Porfirio,Navarro Cantú,nayelipulido@example.org,M,31/12/2022,Jalisco,55-1108-3510,38400,true
CLI-002658,Emiliano,Melgar Carrión,sisnerosmarisol@example.org,M,23/09/2020,Jalisco,33-7040-6601,68959,true
CLI-010296,Anabel,Alonso Castillo,valladaresjavier@example.com,F,30/03/2019,Jalisco,81-4163-3941 ext. 8329,80908,True
CLI-005250,Aurora,Rosado Miranda,nicolas02@example.com,M,07/06/2021,Nuevo León,81-6293-0383,65474,TRUE
CLI-040601,Ramón,Guerra Quiñónez,diana42@example.com,M,23/02/2022,Nuevo León,55-1402-5595,,False
CLI-011930,Hermelinda,Matías Tello,estela22@example.net,M,28/12/2023,Jalisco,81-5734-6955,33124,true
CLI-001764,Emiliano,Villalpando Lemus,rodriquezpatricio@example.net,M,11/04/2023,Nuevo León,998-5628-4847 ext. 2643,36070,TRUE
CLI-044887,Elsa,Ornelas Gamez,mataclaudio@example.org,F,30/06/2024,Jalisco,81-9316-8823 ext. 7700,39078,FALSE
CLI-052594,Paulina,Hernández Varela,valverdedavid@example.net,M,12/04/2019,Nuevo León,998-3913-7848 ext. 9711,52466,False
CLI-021003,Asunción,Girón de la Torre,ana-luisa21@example.net,No especificado,21/01/2021,Nuevo León,81-6279-3838 ext. 8217,84679,true
CLI-036381,María Luisa,Frías Peralta,paezmaria-luisa@example.com,F,28/06/2019,Jalisco,55-5957-3143,52961,True
CLI-007046,Hermelinda,Burgos Olvera,villarrealgilberto@example.com,No especificado,05/05/2022,Nuevo León,998-2038-5221 ext. 3762,null,True
CLI-018258,Rodrigo,Romo de la Fuente,wpreciado@example.com,F,09/09/2021,Jalisco,81-3801-2338,67289,TRUE
CLI-002499,Santiago,Maya Juárez,gloriasantiago@example.net,F,14/02/2023,Nuevo León,222-3333-4499,54489,true
CLI-021029,Diego,Pedraza Valles,gonzalo83@example.com,F,20/02/2019,Nuevo León,442-6762-3441,25808,true
CLI-044631,Ana,Candelaria Gollum,caridad88@example.org,M,26/12/2024,Jalisco,998-6904-6032,12315,true
CLI-025333,Cristal,Segovia Montaño,octavioespinosa@example.org,F,20/01/2023,Jalisco,442-0095-5206 ext. 1572,47593,True
CLI-042463,Francisco Javier,Malave Salgado,framon@example.net,No especificado,02/06/2020,Jalisco,998-9749-5936,24590,TRUE
CLI-001024,Abigail,Uribe Carrera,alejandraparra@example.net,M,22/02/2019,Nuevo León,55-2551-3500 ext. 6380,47570,True
CLI-011715,Natalia,Romero Posada,patriciaarenas@example.org,No especificado,31/12/2019,Nuevo León,81-0488-8342,43853,FALSE
CLI-013857,Judith,Escobedo Dávila,tferrer@example.org,No especificado,20/02/2020,Jalisco,998-0825-4977,40119,true
CLI-046884,Sonia,Díaz Saiz,ptorrez@example.net,M,01/10/2023,Jalisco,998-7322-5689,83679,True
CLI-002119,Nicolás,Rubio Lomeli,oliviamarroquin@example.org,F,19/06/2019,Nuevo León,222-5590-1269,43218,true
CLI-036208,Ivonne,Barreto Bañuelos,carlota09@example.com,M,20/04/2021,Jalisco,33-9173-5124,64528,True
CLI-006185,Lourdes,Barrios Negrete,arriagaflorencia@example.com,M,06/10/2022,Nuevo León,81-0049-7743 ext. 9914,83301,true
CLI-024793,Rubén,Olivares Burgos,linda55@example.org,NA,22/01/2021,Nuevo León,222-9426-4087 ext. 8042,69850,false
CLI-032891,Luis,Toro Guillen,gzamudio@example.com,M,29/05/2020,Jalisco,222-0697-9121,44366,TRUE
CLI-039658,Augusto,Bahena Godoy,mariana13@example.org,No especificado,22/04/2020,Nuevo León,442-0179-9085,97739,TRUE
CLI-028618,Emiliano,Rodarte Saavedra,oswaldosantillan@example.org,F,29/12/2020,Nuevo León,222-3176-4743,47619,true
CLI-007920,María,Montenegro Noriega,guevaraelisa@example.com,null,12/10/2021,Jalisco,442-1267-7999 ext. 727,70673,TRUE
CLI-023503,Isabel,Gurule Limón,brendon@example.net,No especificado,13/01/2023,Nuevo León,442-8850-4992,42888,true
CLI-004408,Adela,Gastélum Nieves,elena70@example.org,F,22/11/2019,Jalisco,33-7323-1751 ext. 463,71827,false
CLI-047681,Patricia,Moya Sarabia,guerrapablo@example.com,F,05/03/2020,Nuevo León,55-4081-2555 ext. 1256,90859,true
CLI-005392,Hugo,Muñoz Velázquez,oscar53@example.net,F,25/05/2020,Jalisco,442-6632-8299,53350,true
CLI-022072,Judith,Sotelo Jaramillo,marinjaqueline@example.com,F,12/05/2020,Jalisco,442-4096-4387,13390,False
CLI-038238,Ramiro,Osorio Lovato,nietoeric@example.com,F,11/05/2024,Jalisco,442-6960-6630,65169,TRUE
CLI-018238,Pascual,Mata Alonso,rsantiago@example.net,M,09/08/2023,Nuevo León,442-4935-5802,97840,true
CLI-001890,Homero,Lira Sanabria,karina20@example.org,M,13/01/2024,Jalisco,55-5584-2467,54967,True
CLI-049810,Jesús,Saiz Perea,upalomino@example.net,F,23/03/2024,Nuevo León,55-6049-9621,94029,True
CLI-027427,Amador,Cardona Zayas,camposespartaco@example.com,F,26/04/2021,Nuevo León,998-2900-8275,51909,TRUE
CLI-003835,Ángel,Quiroz Urías,pilarcervantez@example.net,No especificado,27/07/2023,Nuevo León,33-0516-4497,50564,true
CLI-042420,Gilberto,Frías Bustamante,guillenclaudia@example.org,F,04/09/2021,Jalisco,81-3539-4062 ext. 5145,29097,True
CLI-051362,Aldonza,Soria Zepeda,linarescamilo@example.net,M,08/12/2021,Jalisco,998-2162-3334,68939,true
CLI-051610,María Cristina,Terrazas Zavala,jose-carlos10@example.com,F,28/03/2019,Nuevo León,81-5127-3099,46681,false
CLI-023783,Israel,Holguín Ulloa,hilda57@example.org,M,05/09/2019,Nuevo León,998-8121-9145,48601,FALSE
CLI-021174,Jorge Luis,Duarte Tejeda,georginapartida@example.net,M,29/11/2023,Nuevo León,442-3669-2095,52985,True
CLI-048228,Adalberto,Gonzales Gracia,portilloberta@example.org,M,16/02/2019,Nuevo León,81-6937-5531,46646,true
CLI-006433,Jorge,Montaño Rincón,blancojulia@example.net,F,10/01/2023,Nuevo León,81-7847-5169,79779,True
CLI-043715,Gabriel,Candelaria Guerra,jorge-luis25@example.net,M,26/04/2022,Nuevo León,33-5843-7209,25474,False
CLI-007067,Daniela,Villalobos Almanza,alvarezcecilia@example.net,F,03/06/2022,Jalisco,81-6831-5519 ext. 6378,68442,TRUE
CLI-035718,Margarita,Arroyo Meraz,mlaureano@example.com,No especificado,27/07/2024,Nuevo León,81-5576-4232,30768,false
CLI-047817,Jaime,Gutiérrez Solano,catalina52@example.org,F,01/05/2022,Nuevo León,998-9960-5816,12729,TRUE
CLI-030253,Óscar,Quezada Barela,aparicioestefania@example.com,M,29/05/2020,Jalisco,998-3760-5867,31777,True
CLI-027785,Leonor,Sosa Flórez,moyamartin@example.com,M,25/07/2022,Jalisco,81-7718-9407,82654,TRUE
CLI-014166,Rubén,Ortiz Perea,nieveswendolin@example.net,M,08/07/2020,Jalisco,222-4245-3434,,true
CLI-012106,Alberto,Espinoza Saldivar,valenzuelacesar@example.com,M,07/08/2021,Nuevo León,998-4802-6793 ext. 3586,68848,True
CLI-031198,Alfredo,Burgos Garrido,zelizondo@example.com,M,22/02/2022,Jalisco,998-6260-7649,40316,FALSE
CLI-029559,Liliana,Quesada Hernandes,wabrego@example.com,F,07/07/2019,Jalisco,33-5663-6414,67523,True
CLI-002917,Cristal,Méndez Hurtado,luis01@example.org,F,29/04/2021,Nuevo León,81-8703-0457,18671,False
CLI-022300,Bernardo,Cardona Valles,gmontano@example.org,M,14/11/2019,Nuevo León,998-0100-6239,92150,false
CLI-014190,Andrea,Maestas Carbajal,mondragonmagdalena@example.net,F,06/01/2019,Nuevo León,442-0570-6183,51450,TRUE
CLI-051902,Rubén,Muñoz Armendáriz,dario47@example.net,F,02/01/2022,Nuevo León,442-5217-4372,78757,true
CLI-048280,Abigail,Mata Almaraz,jorge-luisroybal@example.net,F,08/05/2019,Jalisco,55-4175-9299,55802,true
CLI-001057,Zacarías,Alba Gurule,vargasrodrigo@example.com,F,06/09/2021,Jalisco,442-3006-0314 ext. 8606,87240,TRUE
CLI-009713,Norma,Córdova Tovar,xalmaraz@example.com,M,18/07/2019,Jalisco,55-3871-4214,45206,True
CLI-034483,Gonzalo,Maestas Cisneros,uperea@example.com,F,20/10/2021,Nuevo León,222-6638-9108,79964,False
CLI-026675,Antonio,Loera Caballero,ecasarez@example.com,M,29/07/2021,Jalisco,442-5443-5131,92722,true
CLI-011158,Humberto,Rivas Villareal,javier84@example.net,No especificado,30/11/2019,Jalisco,998-2886-7096,55801,TRUE
CLI-039250,Clemente,Montañez Rivero,sessacollazo@example.net,F,28/10/2022,Nuevo León,55-0873-4228 ext. 8315,60936,TRUE
